state_abbr,state_name,year,hs6,goods_description,shipment_records,total_quantity_kg,total_value_usd
TX,Texas,2017,291612,N-BUTYLACRYLATE (BUTIL ACRILATO),2,39912.0,54878.985
TX,Texas,2017,381400,"DISOLVENTE ORGANICO COMPUESTO CONSTITUIDO POR UNA MEZCLA ACETONA, ACETATO DE ETILO, METILCETONA, ISOPROPANOL, TOLUENO, XILENOS, Y OTROS SOLVENTES ORGANICOS. TIPO: SOLVENT BLEND.",1,20330.0,14697.611
TX,Texas,2017,392330,RECIPIENTE DE PLASTICO (TOTE) PARA TRANSPORTE DE MERCANCIAS LIQUIDAS REFORZADO CON ESTRUCTURA DE ALUMINIO.,2,2160.0,1807.382
TX,Texas,2017,731100,TANQUE CILINDRICO PARA GAS CON SUS VALVULAS DE CARGA Y DESCARGA,1,1325.0,10000.0
TX,Texas,2017,732690,"BASE METALICA PARA TANQUE CILINDRO,USADO",1,1325.0,2499.972
TX,Texas,2017,UNKNOWN,"BASE METALICA PARA TANQUE CILINDRO,USADO",7,4475.0,8500.030999999999
TX,Texas,2017,UNKNOWN,TANQUE CILINDRICO PARA GAS CON SUS VALVULAS DE CARGA Y DESCARGA,7,4475.0,65100.004
WA,Washington,2017,290323,TETRACLOROETILENO (PERCLOROETILENO).,1,19800.0,14850.004
WA,Washington,2017,290611,MENTOL,1,2000.0,37999.991
WI,Wisconsin,2017,280920,"2 BOX(ES) CONTAINING UN 1805, PHOSPHORIC ACID SOLUTION, CLASS 8,PKG GRP III, LIMITED QUANTITY, ARROW - KEEP UPRIGHT , 24 X MALL 500ML CLEAR GLASS BOTTLE(S), 0260 01JTB LIMITED QUANTITY , EMS F/A,S/B CHEMICALS NOS NLR",1,100.0,791.72216796875
WI,Wisconsin,2017,280920,"9 BOX(ES) CONTAINING UN 1805, PHOSPHORIC ACID SOLUTION, CLASS 8,PKG GRP III, LIMITED QUANTITY, ARROW - KEEP UPRIGHT , 36 X 4L POLY BOTTLE(S), 0264 05JTB LIMITED QUANTITY , EMS F/A,S/B CHEMICALS NOS NLR",1,1000.0,2197.2958984375
WI,Wisconsin,2017,281420,"4 DRUM(S) CONTAINING UN 2672,AMMONIA SOLUTION (WITH 10-35% AMMONIA),CLASS 8, PKG GRP III,RQ, MARINE POLLUTANT, MARINE POLLUTANT, , 65316 X 55GL DRUM, STEEL OUTER WITH A POLYETHYL (S), 9726 R-TB , EMS F/-A,/ S CHEMICALS NOS NLR",1,1000.0,0.0
WI,Wisconsin,2017,281511,"10 PAIL(S) CONTAINING UN 1824, SODIUM HYDROXIDE SOLUTION, CLASS 8,PKG GRP II, NOT A MARINE POLLUTANT, , 10 X 5GL JERRICAN (POLY PAIL) (S), 5674 17JTB , EMS F/A,S B CHEMICALS NOS NLR",1,1000.0,2197.2958984375
WI,Wisconsin,2017,282510,HYDROXILAMINA HYDROCLORIDO,1,75.0,2653.743
WI,Wisconsin,2017,290110,"50 BOX(ES) CONTAINING UN 1208,HEXANES,CLASS 3, PKG GRP II,FP -23 C, ARROW - KEEP UPRIGHT , 200 X 4L NARROW MOUTH AMBER GLASS BOTTLE(S), 9304 03JTB , EMS F/E,S/D CHEMICALS NOS NLR",1,1000.0,3789.386962890625
WI,Wisconsin,2017,290511,"7 BOX(ES) CONTAINING UN 1230,METHANOL,CLASS 3 (6.1) PKG GRP II,FP 12 C, ARROW - KEEP UPRIGHT , 28 X 4L NARROW MOUTH AMBER GLASS BOTTLE(S), 9830 03JTB , EMS F/E,S/D CHEMICALS NLR",1,1000.0,2197.2958984375
WI,Wisconsin,2017,290539,84 BOX(ES) CONTAINING CHEMICALS NOS NLR,1,10000.0,13796.46484375
WI,Wisconsin,2017,291524,"1 BOX(ES) CONTAINING UN 1715,ACETIC ANHYDRIDE, CLASS 8 (3),PKG GRP II,FP 49 C LIMITED QUANTITY, ARROW - KEEP UPRIGHT , 12 X 500ML NARROW MOUTH AMBER GLASS BOTTLE(S), 0018 01JTB LIMITED QUANTITY , EMS F/E,S/C CHEMICALS NOS NLR",2,200.0,1242.6005859375
WI,Wisconsin,2017,291524,"2 BOX(ES) CONTAINING UN 1715,ACETIC ANHYDRIDE, CLASS 8 (3),PKG GRP II,FP 49 C LIMITED QUANTITY, ARROW - KEEP UPRIGHT , 24 X 500ML NARROW MOUTH AMBER GLASS BOTTLE(S), 0018 01JTB LIMITED QUANTITY , EMS F/E,S/C CHEMICALS NOS NLR",1,100.0,791.72216796875
WI,Wisconsin,2017,294000,5 BOX(ES) CONTAINING CHEMICALS NLR,1,100.0,0.0
WI,Wisconsin,2017,382499,24 BOX(ES) CONTAINING CHEMICALS NOS NLR,1,1000.0,1477.7308349609375
WI,Wisconsin,2017,701090,"1 20 CONTAINER CONTAINING 5 BOX(ES) CONTAINING UN 1206,HEPTANES,CLASS 3, PKG GRP II,FP -4 C, ARROW - KEEP UPRIGHT , 20 X 4L NARROW MOUTH AMBER GLASS BOTTLE(S), 9177 03JTB , EMS F/E,S/D CHEMICALS NOS AESX20171213056817 NLR",1,100.0,800.3623046875
AL,Alabama,2018,293590,"DIMETHYL SULFOXIDE ------------------------------ IMPORT CODE NO:0300012896 THE ABOVE MATERIAL IS TO BE IMPORTED UNDER O.G.L. AS PER EXPORT & IMPORT POLICY 2015-2020 PERIOD. 14 DAYS FREE DETENTION PERIOD. SPARCHEM/REAXA LIMITED/SC#2018REA092 DATED 25/09/2018/SPARCHEM PO#SPARCHEM/IMP/200/18-19 DATED 25/09/18. IEC CODE:0300012896,GST#27ABBFS9318P1ZH, EMAIL",1,100000.0,12284.8203125
AL,Alabama,2018,293590,"DIMETHYL SULFOXIDE ------------------------------ THE ABOVE MATERIAL IS TO BE IMPORTED UNDER O.G.L. AS PER EXPORT & IMPORT POLICY 2015-2020 PERIOD. 14 DAYS FREE DETENTION PERIOD. SPARCHEM/REAXA LIMITED/SC# 2018REA092 DATED 25/09/2018/SPARCHEM PO#SPARCHEM/IMP/200/18-19 DATED 25/09/18, IEC CODE 0300012896, GST#27ABBFS9318P1ZH AND EMAIL ID:",2,200000.0,32484.888671875
CA,California,2018,280038,DEHYBOR ANHYDROUS BORAX,3,288400.0,76491.576171875
CA,California,2018,280038,NEOBOR BORAX PENTAHYDRATE,1,300900.0,48931.25390625
CA,California,2018,280038,"NEOBOR BORAX PENTAHYDRATE, TECHNICAL GRADE, GRANULAR",4,502860.0,111699.189453125
CA,California,2018,280038,"NEOBOR BORAX PENTAHYDRATE, TECHNICAL GRADE, GRANULAR / OTHER DISODIUM TETRABORATE-REFINE BORAX",1,200900.0,0.0
CA,California,2018,280038,"NEOBOR BORAX PENTAHYDRATE, TECHNICAL GRADE, GRANULAR, 25KG BAG",2,251080.0,61188.412109375
CA,California,2018,280038,"OPTIBOR BORIC ACID, TECHNICAL GRADE, GRANULAR",2,101980.0,38817.486328125
CA,California,2018,280038,"OTHER DISODIUM TETRABORATE-REFINE BORAX / NEOBOR BORAX PENTAHYDRATE, TECHNICAL GRADE, GRANULAR",1,80360.0,25756.74609375
CA,California,2018,280038,"OXIDES OF BORON, BORIC ACIDS",2,200900.0,52915.923828125
CO,Colorado,2018,271012,ETER DE PETROLEO,1,1363.0,6142.068
CO,Colorado,2018,280920,ACIDO FOSFORICO,1,349.0,1860.137
CO,Colorado,2018,281910,TRIOXIDO DE CROMO,1,5.0,775.745
CO,Colorado,2018,282739,CLORURO ESTANOSO DIHIDRATADO,1,50.0,3469.883
CO,Colorado,2018,282751,BROMURO DE POTASIO,1,1.0,692.97
CO,Colorado,2018,283529,FOSFATO DE HIDROGENO Y POTASIO,1,0.0,930.622
CO,Colorado,2018,283640,CARBONATO DE POTASIO ANHIDRIDO,1,20.0,700.623
CO,Colorado,2018,283650,CALCONATO DE CALCIO,1,10.0,442.931
CO,Colorado,2018,284170,MOLIBDATO AMONICO,1,50.0,3662.624
CO,Colorado,2018,290110,HEXANO,1,1363.0,4431.521
CO,Colorado,2018,290313,CLOROFORMO GRADO A C S,1,1280.0,5632.424
CO,Colorado,2018,291711,OXOLATO AMONICO,1,100.0,2517.56
CO,Colorado,2018,291811,ACIDO LACTICO,1,8.0,198.128
CO,Colorado,2018,291813,TARTRATO DE POTASIO Y ANTIMONIO,1,1.0,102.815
CO,Colorado,2018,291819,ACIDO GLICOLICO,1,0.0,77.992
CO,Colorado,2018,291819,ACIDO MANDELICO,1,1.0,112.986
CO,Colorado,2018,292242,ACIDO GLUTAMICO,1,10.0,499.977
CO,Colorado,2018,320412,COLORANTE ACIDOS(METIL ROJO),1,0.0,101.053
CO,Colorado,2018,320412,COLORANTE ACIDOS(NEGRO),1,2.0,264.54
CO,Colorado,2018,340213,PREPARACIONES TENSOACTIVAS,1,5.0,113.54
CO,Colorado,2018,382200,REACIVO DE LABORATORIO(SULFATO DE AMONIO FERROSO),1,30.0,1412.877
CO,Colorado,2018,382200,REACTIVO DE LABORATORIO(CARBONATO DE POTASIO),1,0.0,34.591
CO,Colorado,2018,392350,TAPAS,1,25.0,632.751
CO,Colorado,2018,690919,MORTAJAS DE AGATA PARA USO EN QUIMICO,1,3.0,404.664
CO,Colorado,2018,701090,BOTELLA DE VIDRIO,1,1.0,144.656
CO,Colorado,2018,701090,BOTELLAS DE VIDRIO,1,88.0,616.941
CO,Colorado,2018,790111,CINC GRANULADO,1,15.0,932.888
FL,Florida,2018,280300,CARBON BLACK GRADE N-326,1,0.0,21959.999999999996
FL,Florida,2018,285000,BOROHIDRURO DE POTASIO,3,570.0,30020.960999999996
FL,Florida,2018,290110,ALPHA OLEFIN C8,1,11600.0,38105.981
FL,Florida,2018,290110,ALPHA OLEFIN C8(HYDROCARBONOS LIQUIDO),1,11600.0,43500.01000000001
FL,Florida,2018,290514,SODIUM T BUTOXIDE,1,0.0,56480.679
FL,Florida,2018,290542,PENTAERYTHRITOL 98 % PCT MIN.,1,0.0,14233.5
FL,Florida,2018,292690,(1- HYDOXYCYCLOHEXYL) ( 4- METHOXYPHENYL) ACETONITRILE,1,0.0,10405.378
FL,Florida,2018,292910,DIISOCIANATO DE TOLUENO,2,40000.0,132799.97
FL,Florida,2018,292910,TOLUEN DIISOCIANATO.,6,160000.0,588399.993
FL,Florida,2018,292910,TOLUENE DIISOCYANATE TDI 80/20 (TOLUEN DIISOCIANATO 80/20).,2,40000.0,153200.02799999996
FL,Florida,2018,293359,2 - ( CHLORMETHYL) PYRIDINE HCL,1,0.0,1870.2449999999997
FL,Florida,2018,381230,POLIOL POLIMERICO,1,16800.0,36959.986
FL,Florida,2018,390720,PETO 56-3 POLYOL (POLIOL CONVENCIONAL),1,22860.0,45948.582
FL,Florida,2018,390720,PETOL 56-3 POLYLOL (POLIOL CONVENCIONAL),2,44940.0,89430.59199999999
FL,Florida,2018,390720,PETOL 56-3 POLYOL (POLIOL CONVENCINAL),1,22680.0,45586.82299999999
FL,Florida,2018,390720,PETOL 56-3 POLYOL(POLIOL CONVECIONAL),1,22560.0,45345.616
FL,Florida,2018,390720,PETOL 56-3 POLYOL(POLIOL CONVENCIONAL),1,22940.0,46109.387
FL,Florida,2018,390720,POLIOL CONVENCIONAL,6,226480.0,438449.86199999996
FL,Florida,2018,390720,POLIOL CONVENCIONAL (PETOL 56-3 POLYOL),3,68210.0,137784.22000000003
FL,Florida,2018,390720,POLIOL CONVENCIONAL (PETOL 56-3)(POLYOL),2,44960.0,89920.00300000001
FL,Florida,2018,390720,POLIOL CONVENCIONAL(PETOL 56-3)(POLYOL),1,22480.0,44959.977
FL,Florida,2018,390720,POLYMERIC POLYOL PURANOL (PURANOL PP 2045 B) POLIOL POLIMERICO,1,17200.0,36808.004
FL,Florida,2018,390720,POLYOL BH-2045 ( POLIOL POLIMERICO ),1,22000.0,47519.997
FL,Florida,2018,390720,POLYOL BH-2045 ( POLIOL POLIMERICO),1,22000.0,47519.997
FL,Florida,2018,392390,PALETA DE PLASTICO,3,30.0,9.642
FL,Florida,2018,780110,"LEAD INGOT 99.97 PCT,BRAND: HJ ENTHOVEN -",1,0.0,51008.16
IL,Illinois,2018,170191,"X 40STD CONTAINER SLAC:16 PACKAGES 8 PALLETS NW 10568 KG GW 11056 KG 8 TOTE BAGS, 32 DRUMS NW 8448 KG GW 8736 KG UN 1908 SODIUM CHLORITE SOLUTION CLASS 8 PG II EMS F-A,S-B,ERG# 154 MARINE POLLUTANT YES ADOX 31 HS CODE 282890 EMERGENCY RESPONSE GUIDE NO 154 FOR CHEMICAL EMERGENCY,SPILL,LEAK,FIRE EXPOSURE OR ACCIDENTS INTERNATIONAL DIOXIDE REGISTRATION NUMBER WITH CHEMTREC IS CCN203836 1-800.424-9300 OR (703)527-3887 CANUTEC EMERGENCY CONTACT 24-HOUR NUMBER: 1-613-996.6666 ERIE!: ASD4086-2E-231 ITN # X20181023706992 S.C.: 16-0091 EXPRESS BILL OF LADING FREIGHT INVOICES SHOULD GO TO : DDC/CSC COLLECT EXPRESS BILL OF LADING FREIGHT PREPAID RATED AND NON RATED PROOF AND FINAL B/LS MUST BE SENT TO",1,100000.0,65560.671875
IL,Illinois,2018,284020,"X 40 STD CONTAINER SLAC 8 TOTES ( 11056 KGS ) 8 PALLETS 32 DRUMS ( 8736 KGS ) UN 1908 SODIUM CLORITE SOLUTIONCLASS 8 PG II EMS F-A,S-B,ERG# 154 MARINE POLLUTANT YES ADOX 31 HS CODE 282890 ECN: 7035273887 - CHEMTREC REGISTERED NAME: INTERNATIONAL DIOXIDE EMERGENCY RESPONSE GUIDE NO 154 ITN # X201808211087575 SC# 8305107 EXPRESS BILL OF LADING FREIGHT INVOICES SHOULD GO TO : DDC/CSC COLLECT EXPRESS BILL OF LADING FREIGHT PREPAID RATED AND NON RATED PROOF AND FINAL B/LS MUST BE SENT TO",1,100000.0,12364.892578125
IL,Illinois,2018,290420,NITROPROPANO,1,1021.0,2160.899
IL,Illinois,2018,382312,ACIDO OLEICO,2,146875.0,144359.985
IN,Indiana,2018,282580,TRIOXIDO DE ANTIMONIO,1,3000.0,25371.961
LA,Louisiana,2018,293090,"DIMETHYL SULFOXIDE ------------------------------ IMPORT CODE NO:0300012896 THE ABOVE MATERIAL IS TO BE IMPORTED UNDER O.G.L. AS PER EXPORT & IMPORT POLICY 2015-2020 PERIOD. 14 DAYS FREE DETENTION PERIOD. SPARCHEM/REAXA LIMITED/SC#2018REA092 DATED 25/09/2018/SPARCHEM PO#SPARCHEM/IMP/200/18-19 DATED 25/09/18. IEC CODE:0300012896,GST#27ABBFS9318P1ZH, EMAIL",1,100000.0,0.0
LA,Louisiana,2018,381239,MARK 4886/204KG STLN DR (PVC STABILIZER),1,0.0,24806.4
MI,Michigan,2018,340420,LOADED INTO 1 20'CONTAINER(S) CARBOWAX(TM) SENTRY(TM) POLYETHYLENE GLYCOL 400 NF; MACROGOL 400 PH. EUR. 515 LB STEEL DRUM TRADEMARK HAZARDOUS GOODS INFO NOT REGULATED FOR TRANSPORT NET WEIGHT :18688.0000 KG,1,100000.0,34146.9609375
MI,Michigan,2018,340420,LOADED ONTO 20 PALLETS LOADED INTO 1 20'CONTAINER(S) CARBOWAX(TM) SENTRY(TM) POLYETHYLENE GLYCOL 400 NF; MACROGOL 400 PH. EUR. 515 LB STEEL DRUM TRADEMARK HAZARDOUS GOODS INFO NOT REGULATED FOR TRANSPORT NET WEIGHT :18688.0000 KG,1,100000.0,0.0
NC,North Carolina,2018,283691,LITHIUM CARBONATE (TECHNICAL GRADE),1,0.0,120000.0
NJ,New Jersey,2018,170191,"X 40STD CONTAINER SLAC:16 PACKAGES 8 PALLETS NW 10568 KG GW 11056 KG 8 TOTE BAGS, 32 DRUMS NW 8448 KG GW 8736 KG UN 1908 SODIUM CHLORITE SOLUTION CLASS 8 PG II EMS F-A,S-B,ERG# 154 MARINE POLLUTANT YES ADOX 31 HS CODE 282890 EMERGENCY RESPONSE GUIDE NO 154 FOR CHEMICAL EMERGENCY,SPILL,LEAK,FIRE EXPOSURE OR ACCIDENTS INTERNATIONAL DIOXIDE REGISTRATION NUMBER WITH CHEMTREC IS CCN203836 1-800.424-9300 OR (703)527-3887 CANUTEC EMERGENCY CONTACT 24-HOUR NUMBER: 1-613-996.6666 ERIE!: ASD4086-2E-231 ITN # X20181023706992 S.C.: 16-0091 EXPRESS BILL OF LADING FREIGHT INVOICES SHOULD GO TO : DDC/CSC COLLECT EXPRESS BILL OF LADING FREIGHT PREPAID RATED AND NON RATED PROOF AND FINAL B/LS MUST BE SENT TO",1,100000.0,65560.671875
NJ,New Jersey,2018,282510,HIDRATO DE HIDRAZINA,1,8972.0,43381.915
NJ,New Jersey,2018,282510,HIDRATO DE HIDRAZINA GRADO 35,1,8972.0,25382.295999999995
NJ,New Jersey,2018,292910,TOLUEN DIISOCIANATO (TDI).,1,40000.0,152000.0
NJ,New Jersey,2018,381300,"X 40 STD CONTAINER SLAC 16 PIECES 8 TOTES ( NET WEIGHT: 10568 KG GROSS WEIGHT :11056 ) 8 PALLETS CONTAINING 32 DRUMS UN 1908 SODIUM CLORITE SOLUTION CLASS 8 PG II EMS F-A,S-B,ERG# 154 MARINE POLLUTANT YES ADOX 31 HS CODE 282890 ECN: 7035273887 - CHEMTREC REGISTERED NAME: INTERNATIONAL DIOXIDE ( NET WEIGHT: 8448 KGS GROSS WEIGHT: 8736 KGS ) EMERGENCY RESPONSE GUIDE NO 154 FOR CHEMICAL EMERGENCY, SPILL, LEAK,FIRE EXPOSURE OR ACCIDENT INTERNATIONAL DIOXIDE REGISTRATION NUMBER WITH CHEMTREC IS CCN203836 1-800-424-9300 OR (703) 527-3887 ITN # X20180731934296 SC# 8305107 EXPRESS BILL OF LADING FREIGHT INVOICES SHOULD GO TO : DDC/CSC COLLECT EXPRESS BILL OF LADING FREIGHT PREPAID RATED AND NON RATED PROOF AND FINAL B/LS MUST BE SENT TO",1,100000.0,21807.609375
NY,New York,2018,281122,DIOXIDO DE SILICIO,98,1873338.0,690053.345
NY,New York,2018,281820,ALUMINA CALCINADA,1,25.0,60.211
NY,New York,2018,282890,"1 X 40 HC CONTAINER SLAC 8 IBC'S & 8 PALLETS (32 DRUMS) UN 1908 SODIUM CHLORITE SOLUTION CLASS 8, PG II EMS F-A, S-B, ERG# 154 MARINE POLLUTANT: YES ECN: 703 527 3887",1,100000.0,22254.744140625
NY,New York,2018,382440,ADITIVO PREPARADO PARA HORMIGONES (DIOXIDO DE SILICIO),5,99000.0,26134.963
NY,New York,2018,382440,ADITIVO PREPARADO PARA MORTEROS U HORMIGONES,2,37422.0,26257.497
OH,Ohio,2018,382490,PREPARACIONES DE POLIDIMETIL SOLIXANO Y COMPUESTOS NITROGENADOS (COR-CKECK),1,417.0,1750.021
PA,Pennsylvania,2018,285000,BOROHIDRURO DE POTASIO,2,80.0,4796.021
PA,Pennsylvania,2018,310210,ABONO MINERAL(UREA),1,0.0,80.31699999999998
PA,Pennsylvania,2018,392390,PALETA DE PLASTICO,1,18.0,6.013000000000001
SD,South Dakota,2018,842430,MAQUINA PARA LIMPIEZA,1,409.0,11210.001
TN,Tennessee,2018,291550,ACIDO PROPIONICO,2,158758.0,208211.965
TX,Texas,2018,271012,ACEITE LIGERO DEL PETROLEO CONSTITUIDO POR HIDROCARBUROS ALIFATICOS EL CUAL DESTILA EL 90 POR CIENTO DEL PRODUCTO A 369 GRADOS CENTIGRADOS. TIPO 142 SOLVENT,1,66860.0,70921.591
TX,Texas,2018,271012,ACEITE LIGERO DEL PETROLEO CUYO PUNTO FINAL DE DESTILACION (PUNTO SECO) ES A 185 GRADOS CENTIGRADOS. TIPO: ODORLESS MINERAL SPIRITS,1,81687.0,85821.36399999999
TX,Texas,2018,271012,"ACEITE LIGERO DEL PETROLEO CUYO PUNTO FINAL DE DESTILACION (PUNTO SECO)ES A 186.11 GRADOS CENTIGRADOS, TIPO ODORLESS MINERAL SPIRITS",2,131614.0,142243.13300000003
TX,Texas,2018,271012,ACEITE LIGERO DEL PETROLEO CUYO PUNTO FINAL DE DESTILACION (PUNTO SECO)ES A 187.22 GRADOS CENTIGRADOS.TIPO:ODORLESS MINERAL SPIRITS,1,81885.0,92580.073
TX,Texas,2018,271012,ACEITE LIGERO DEL PETROLEO CUYO PUNTO FINAL DE DESTILACION (PUNTO SECO)ES A 190.55 GRADOS CENTIGRADOS .TIPO ODORLESS MINERAL SPIRITS,1,81195.0,90176.443
TX,Texas,2018,271012,ACEITE LIGERO DEL PETROLEO DE CARACTER ALIFATICO . TIPO:MINERAL SPIRITS NL,1,84795.0,83997.024
TX,Texas,2018,280610,CLORURO DE HIDROGENO (ACIDO CLORHIDRICO),5,3265.0,49939.93
TX,Texas,2018,280610,TANQUE CILINDRICO (TANK CYLINDRICAL),1,544.0,8540.004
TX,Texas,2018,280800,ACIDO NITRICO,2,68311.0,39947.436
TX,Texas,2018,284020,"X 40 STD CONTAINER SLAC 8 TOTES ( 11056 KGS ) 8 PALLETS 32 DRUMS ( 8736 KGS ) UN 1908 SODIUM CLORITE SOLUTIONCLASS 8 PG II EMS F-A,S-B,ERG# 154 MARINE POLLUTANT YES ADOX 31 HS CODE 282890 ECN: 7035273887 - CHEMTREC REGISTERED NAME: INTERNATIONAL DIOXIDE EMERGENCY RESPONSE GUIDE NO 154 ITN # X201808211087575 SC# 8305107 EXPRESS BILL OF LADING FREIGHT INVOICES SHOULD GO TO : DDC/CSC COLLECT EXPRESS BILL OF LADING FREIGHT PREPAID RATED AND NON RATED PROOF AND FINAL B/LS MUST BE SENT TO",1,100000.0,26370.56640625
TX,Texas,2018,290250,MONOMERO DE ESTIRENO,1,20239.0,30307.331
TX,Texas,2018,290943,ETERMONOBUTILICO DEL ETILEN GLICOL (GLYCOL ETHER-EB),1,19980.0,27811.665000000005
TX,Texas,2018,291422,CICLOHEXANONA TIPO: CYCLOHEXANONE,3,49062.0,86220.57800000001
TX,Texas,2018,291539,ACETATO DE ISOPROPILO,9,168724.0,104561.403
TX,Texas,2018,291612,BUTYL ACRYLATE BULK (ACRILATO DE BUTILO),2,41740.0,67848.035
TX,Texas,2018,291612,BUTYL ACRYLATE BULK (BUTIL ACRILATO),2,41920.0,68324.627
TX,Texas,2018,291711,ACIDO OXALICO,1,11975.0,11866.118
TX,Texas,2018,292910,DIISOCIANATO DE TOLUENO,1,20000.0,62248.653
TX,Texas,2018,340420,LOADED INTO 1 20'CONTAINER(S) CARBOWAX(TM) SENTRY(TM) POLYETHYLENE GLYCOL 400 NF; MACROGOL 400 PH. EUR. 515 LB STEEL DRUM TRADEMARK HAZARDOUS GOODS INFO NOT REGULATED FOR TRANSPORT NET WEIGHT :18688.0000 KG,1,100000.0,23812.119140625
TX,Texas,2018,340420,LOADED ONTO 20 PALLETS LOADED INTO 1 20'CONTAINER(S) CARBOWAX(TM) SENTRY(TM) POLYETHYLENE GLYCOL 400 NF; MACROGOL 400 PH. EUR. 515 LB STEEL DRUM TRADEMARK HAZARDOUS GOODS INFO NOT REGULATED FOR TRANSPORT NET WEIGHT :18688.0000 KG,1,100000.0,0.0
TX,Texas,2018,381300,"X 40 STD CONTAINER SLAC 16 PIECES 8 TOTES ( NET WEIGHT: 10568 KG GROSS WEIGHT :11056 ) 8 PALLETS CONTAINING 32 DRUMS UN 1908 SODIUM CLORITE SOLUTION CLASS 8 PG II EMS F-A,S-B,ERG# 154 MARINE POLLUTANT YES ADOX 31 HS CODE 282890 ECN: 7035273887 - CHEMTREC REGISTERED NAME: INTERNATIONAL DIOXIDE ( NET WEIGHT: 8448 KGS GROSS WEIGHT: 8736 KGS ) EMERGENCY RESPONSE GUIDE NO 154 FOR CHEMICAL EMERGENCY, SPILL, LEAK,FIRE EXPOSURE OR ACCIDENT INTERNATIONAL DIOXIDE REGISTRATION NUMBER WITH CHEMTREC IS CCN203836 1-800-424-9300 OR (703) 527-3887 ITN # X20180731934296 SC# 8305107 EXPRESS BILL OF LADING FREIGHT INVOICES SHOULD GO TO : DDC/CSC COLLECT EXPRESS BILL OF LADING FREIGHT PREPAID RATED AND NON RATED PROOF AND FINAL B/LS MUST BE SENT TO",1,100000.0,36477.515625
TX,Texas,2018,381400,"DISOLVENTE ORGANICO COMPUESTO CONSTITUIDO POR UNA MEZCLA ACETONA, ACETATO DE ETILO, METILCETONA, ISOPROPANOL, TOLUENO, XILENOS, Y OTROS SOLVENTES ORGANICOS. TIPO: SOLVENT BLEND CYC",1,20993.0,16434.515
TX,Texas,2018,381400,"DISOLVENTE ORGANICO COMPUESTO CONSTITUIDO POR UNA MEZCLA ACETONA, ACETATO DE ETILO, METILCETONA, ISOPROPANOL, TOLUENO, XILENOS, Y OTROS SOLVENTES ORGANICOS. TIPO: SOLVENT BLEND W",1,20630.0,17182.899
TX,Texas,2018,381400,"DISOLVENTE ORGANICO COMPUESTO CONSTITUIDO POR UNA MEZCLA ACETONA, ACETATO DE ETILO, METILCETONA, ISOPROPANOL, TOLUENO, XILENOS, Y OTROS SOLVENTES ORGANICOS. TIPO: SOLVENT BLEND.",2,41160.0,31999.501000000004
TX,Texas,2018,390720,POLIOL CONVENCIONAL,1,22360.0,42896.087
TX,Texas,2018,390720,POLIOL CONVENCIONAL (ALCUPOL F-5511 GRANEL),1,22380.0,42934.494
TX,Texas,2018,390720,POLIOL GRADO POLIMERICO,1,22620.0,48007.667
TX,Texas,2018,390720,POLIOL POLIMERICO,2,44880.0,93182.80699999999
TX,Texas,2018,392330,RECIPIENTE DE PLASTICO (TOTE) PARA TRANSPORTE DE MERCANCIAS LIQUIDAS.,1,960.0,976.681
TX,Texas,2018,551529,"X 40 STD CONTAINER SLAC: 8 PALLETS 8 TOTES 10568 NET KG, 11056 GROSS KG 32 DRUMS 8448 NET KG, 8736 GROSS KG UN 1908 SODIUM CLORITE SOLUTION CLASS 8 PG II EMS F-A,S-B,ERG# 154 MARINE POLLUTANT YES ADOX 31 EMERGENCY RESPONSE GUIDE NO 154 FOR CHEMICAL EMERGENCY, SPILL, LEAK, FIRE EXPOSURE OR ACCIDENTS INTERNATIONAL DIOXIDE REGISTRATION NUMBER WITH CHEMTREC IS CCN203836 1-800-424-9300 OR (703)527-3887 HS CODE 282890 ITN # X20181017337944 S.C.: 16-0091 EXPRESS BILL OF LADING FREIGHT INVOICES SHOULD GO TO : DDC/CSC COLLECT EXPRESS BILL OF LADING FREIGHT PREPAID RATED AND NON RATED PROOF AND FINAL B/LS MUST BE SENT TO",1,100000.0,4975.7456
TX,Texas,2018,731100,TANQUE CILINDRICO PARA GAS CON SUS VALVULAS DE CARGA Y DESCARGA,6,4999.0,17000.019
TX,Texas,2018,732690,"BASE METALICA PARA TANQUE CILINDRO,USADO",6,4999.0,7000.002
VA,Virginia,2018,382313,ACIDOS GRASOS DEL TALL OIL,4,309582.0,300421.978
WA,Washington,2018,291300,ORTO CLORO BENZALDEHIDO,1,960.0,6217.18
AL,Alabama,2019,293090,DIMETHYL SULFOXIDE DMSO INDUSTRIAL 3010-510 LOT: IND190513 HTC CODE:2930 ABOVE METERAIL IS TO IMPORTED UNDER O.G.L. AS PER EXPORT & IMPORT POLICY 2015-2020 PERIOD. 14 DAYS FREE DETENTION SPARCHEM/REAXA LIMITED/ SC#2019REA027 DATED 17/04/2019/ SPARCHEM PO# SPARCHEM/IMP/263/19-20 DATED 22/04/19 IEC# 0300012896 GST#27ABBFS9318P1ZH EMIAL ID: ------------------------------,2,200000.0,39643.560546875
